"Date(UTC)","UnixTimeStamp","Value"
"12/16/2017","1513382400","1272"
"12/17/2017","1513468800","1258"
"12/18/2017","1513555200","1353"
"12/19/2017","1513641600","1600"
"12/20/2017","1513728000","1668"
"12/21/2017","1513814400","1570"
"12/22/2017","1513900800","1519"
"12/23/2017","1513987200","1263"
"12/24/2017","1514073600","1079"
"12/25/2017","1514160000","992"
"12/26/2017","1514246400","1022"
"12/27/2017","1514332800","1104"
"12/28/2017","1514419200","1172"
"12/29/2017","1514505600","1309"
"12/30/2017","1514592000","1361"
"12/31/2017","1514678400","1156"
"1/1/2018","1514764800","1193"
"1/2/2018","1514851200","1390"
"1/3/2018","1514937600","1665"
"1/4/2018","1515024000","1952"
"1/5/2018","1515110400","2096"
"1/6/2018","1515196800","2003"
"1/7/2018","1515283200","1958"
"1/8/2018","1515369600","1862"
"1/9/2018","1515456000","1966"
"1/10/2018","1515542400","2094"
"1/11/2018","1515628800","2051"
"1/12/2018","1515715200","2004"
"1/13/2018","1515801600","1913"
"1/14/2018","1515888000","1760"
"1/15/2018","1515974400","1744"
"1/16/2018","1516060800","1821"
"1/17/2018","1516147200","1740"
"1/18/2018","1516233600","1618"
"1/19/2018","1516320000","1510"
"1/20/2018","1516406400","1318"
"1/21/2018","1516492800","1199"
"1/22/2018","1516579200","1224"
"1/23/2018","1516665600","1182"
"1/24/2018","1516752000","1123"
"1/25/2018","1516838400","1098"
"1/26/2018","1516924800","1119"
"1/27/2018","1517011200","1022"
"1/28/2018","1517097600","1058"
"1/29/2018","1517184000","1180"
"1/30/2018","1517270400","1138"
"1/31/2018","1517356800","1216"
"2/1/2018","1517443200","1384"
"2/2/2018","1517529600","1285"
"2/3/2018","1517616000","1017"
"2/4/2018","1517702400","1042"
"2/5/2018","1517788800","1086"
"2/6/2018","1517875200","1100"
"2/7/2018","1517961600","1152"
"2/8/2018","1518048000","1025"
"2/9/2018","1518134400","1056"
"2/10/2018","1518220800","1125"
"2/11/2018","1518307200","967"
"2/12/2018","1518393600","1133"
"2/13/2018","1518480000","1090"
"2/14/2018","1518566400","1054"
"2/15/2018","1518652800","1155"
"2/16/2018","1518739200","1064"
"2/17/2018","1518825600","1040"
"2/18/2018","1518912000","1021"
"2/19/2018","1518998400","1152"
"2/20/2018","1519084800","1246"
"2/21/2018","1519171200","1322"
"2/22/2018","1519257600","1189"
"2/23/2018","1519344000","1232"
"2/24/2018","1519430400","1252"
"2/25/2018","1519516800","1127"
"2/26/2018","1519603200","1254"
"2/27/2018","1519689600","1192"
"2/28/2018","1519776000","1236"
"3/1/2018","1519862400","1171"
"3/2/2018","1519948800","1261"
"3/3/2018","1520035200","1102"
"3/4/2018","1520121600","1095"
"3/5/2018","1520208000","1128"
"3/6/2018","1520294400","1179"
"3/7/2018","1520380800","1210"
"3/8/2018","1520467200","1149"
"3/9/2018","1520553600","1126"
"3/10/2018","1520640000","1175"
"3/11/2018","1520726400","1122"
"3/12/2018","1520812800","1210"
"3/13/2018","1520899200","1184"
"3/14/2018","1520985600","1223"
"3/15/2018","1521072000","1214"
"3/16/2018","1521158400","1175"
"3/17/2018","1521244800","1216"
"3/18/2018","1521331200","1074"
"3/19/2018","1521417600","1027"
"3/20/2018","1521504000","1074"
"3/21/2018","1521590400","1047"
"3/22/2018","1521676800","1035"
"3/23/2018","1521763200","986"
"3/24/2018","1521849600","990"
"3/25/2018","1521936000","958"
"3/26/2018","1522022400","1019"
"3/27/2018","1522108800","1063"
"3/28/2018","1522195200","1062"
"3/29/2018","1522281600","1186"
"3/30/2018","1522368000","1132"
"3/31/2018","1522454400","973"
"4/1/2018","1522540800","908"
"4/2/2018","1522627200","924"
"4/3/2018","1522713600","1009"
"4/4/2018","1522800000","966"
"4/5/2018","1522886400","1011"
"4/6/2018","1522972800","960"
"4/7/2018","1523059200","888"
"4/8/2018","1523145600","925"
"4/9/2018","1523232000","988"
"4/10/2018","1523318400","977"
"4/11/2018","1523404800","999"
"4/12/2018","1523491200","1057"
"4/13/2018","1523577600","1211"
"4/14/2018","1523664000","1119"
"4/15/2018","1523750400","1086"
"4/16/2018","1523836800","1173"
"4/17/2018","1523923200","1220"
"4/18/2018","1524009600","1204"
"4/19/2018","1524096000","1343"
"4/20/2018","1524182400","1332"
"4/21/2018","1524268800","1205"
"4/22/2018","1524355200","1144"
"4/23/2018","1524441600","1308"
"4/24/2018","1524528000","1332"
"4/25/2018","1524614400","1300"
"4/26/2018","1524700800","1323"
"4/27/2018","1524787200","1355"
"4/28/2018","1524873600","1308"
"4/29/2018","1524960000","1360"
"4/30/2018","1525046400","1417"
"5/1/2018","1525132800","1493"
"5/2/2018","1525219200","1563"
"5/3/2018","1525305600","1501"
"5/4/2018","1525392000","1546"
"5/5/2018","1525478400","1463"
"5/6/2018","1525564800","1389"
"5/7/2018","1525651200","1346"
"5/8/2018","1525737600","1338"
"5/9/2018","1525824000","1412"
"5/10/2018","1525910400","1431"
"5/11/2018","1525996800","1431"
"5/12/2018","1526083200","1402"
"5/13/2018","1526169600","1318"
"5/14/2018","1526256000","1465"
"5/15/2018","1526342400","1404"
"5/16/2018","1526428800","1449"
"5/17/2018","1526515200","1475"
"5/18/2018","1526601600","1589"
"5/19/2018","1526688000","1628"
"5/20/2018","1526774400","1562"
"5/21/2018","1526860800","1507"
"5/22/2018","1526947200","1550"
"5/23/2018","1527033600","1634"
"5/24/2018","1527120000","1523"
"5/25/2018","1527206400","1553"
"5/26/2018","1527292800","1475"
"5/27/2018","1527379200","1470"
"5/28/2018","1527465600","1487"
"5/29/2018","1527552000","1548"
"5/30/2018","1527638400","1623"
"5/31/2018","1527724800","1594"
"6/1/2018","1527811200","1535"
"6/2/2018","1527897600","1620"
"6/3/2018","1527984000","1559"
"6/4/2018","1528070400","1642"
"6/5/2018","1528156800","1533"
"6/6/2018","1528243200","1605"
"6/7/2018","1528329600","1672"
"6/8/2018","1528416000","1590"
"6/9/2018","1528502400","1719"
"6/10/2018","1528588800","1522"
"6/11/2018","1528675200","1667"
"6/12/2018","1528761600","1488"
"6/13/2018","1528848000","1391"
"6/14/2018","1528934400","1350"
"6/15/2018","1529020800","1354"
"6/16/2018","1529107200","1260"
"6/17/2018","1529193600","1155"
"6/18/2018","1529280000","1164"
"6/19/2018","1529366400","1302"
"6/20/2018","1529452800","1322"
"6/21/2018","1529539200","1196"
"6/22/2018","1529625600","1352"
"6/23/2018","1529712000","1222"
"6/24/2018","1529798400","1163"
"6/25/2018","1529884800","1528"
"6/26/2018","1529971200","1450"
"6/27/2018","1530057600","1293"
"6/28/2018","1530144000","1322"
"6/29/2018","1530230400","1326"
"6/30/2018","1530316800","1297"
"7/1/2018","1530403200","1263"
"7/2/2018","1530489600","1230"
"7/3/2018","1530576000","1325"
"7/4/2018","1530662400","1277"
"7/5/2018","1530748800","1284"
"7/6/2018","1530835200","1232"
"7/7/2018","1530921600","1311"
"7/8/2018","1531008000","1440"
"7/9/2018","1531094400","1307"
"7/10/2018","1531180800","1266"
"7/11/2018","1531267200","1214"
"7/12/2018","1531353600","1054"
"7/13/2018","1531440000","1016"
"7/14/2018","1531526400","1018"
"7/15/2018","1531612800","1008"
"7/16/2018","1531699200","1182"
"7/17/2018","1531785600","1286"
"7/18/2018","1531872000","1302"
"7/19/2018","1531958400","1274"
"7/20/2018","1532044800","1124"
"7/21/2018","1532131200","1087"
"7/22/2018","1532217600","1201"
"7/23/2018","1532304000","1198"
"7/24/2018","1532390400","1315"
"7/25/2018","1532476800","1306"
"7/26/2018","1532563200","1187"
"7/27/2018","1532649600","1169"
"7/28/2018","1532736000","1034"
"7/29/2018","1532822400","1023"
"7/30/2018","1532908800","1047"
"7/31/2018","1532995200","1188"
"8/1/2018","1533081600","1197"
"8/2/2018","1533168000","1264"
"8/3/2018","1533254400","1182"
"8/4/2018","1533340800","1094"
"8/5/2018","1533427200","1165"
"8/6/2018","1533513600","1126"
"8/7/2018","1533600000","1198"
"8/8/2018","1533686400","1140"
"8/9/2018","1533772800","1160"
"8/10/2018","1533859200","1120"
"8/11/2018","1533945600","1188"
"8/12/2018","1534032000","1228"
"8/13/2018","1534118400","1167"
"8/14/2018","1534204800","1032"
"8/15/2018","1534291200","1018"
"8/16/2018","1534377600","1075"
"8/17/2018","1534464000","1227"
"8/18/2018","1534550400","1157"
"8/19/2018","1534636800","1094"
"8/20/2018","1534723200","1085"
"8/21/2018","1534809600","1071"
"8/22/2018","1534896000","1044"
"8/23/2018","1534982400","1133"
"8/24/2018","1535068800","1179"
"8/25/2018","1535155200","1072"
"8/26/2018","1535241600","1044"
"8/27/2018","1535328000","1110"
"8/28/2018","1535414400","1105"
"8/29/2018","1535500800","1060"
"8/30/2018","1535587200","1127"
"8/31/2018","1535673600","1038"
"9/1/2018","1535760000","1118"
"9/2/2018","1535846400","986"
"9/3/2018","1535932800","1087"
"9/4/2018","1536019200","1075"
"9/5/2018","1536105600","1012"
"9/6/2018","1536192000","988"
"9/7/2018","1536278400","1006"
"9/8/2018","1536364800","1008"
"9/9/2018","1536451200","1040"
"9/10/2018","1536537600","988"
"9/11/2018","1536624000","904"
"9/12/2018","1536710400","922"
"9/13/2018","1536796800","975"
"9/14/2018","1536883200","905"
"9/15/2018","1536969600","935"
"9/16/2018","1537056000","880"
"9/17/2018","1537142400","914"
"9/18/2018","1537228800","927"
"9/19/2018","1537315200","900"
"9/20/2018","1537401600","967"
"9/21/2018","1537488000","1007"
"9/22/2018","1537574400","891"
"9/23/2018","1537660800","843"
"9/24/2018","1537747200","852"
"9/25/2018","1537833600","840"
"9/26/2018","1537920000","907"
"9/27/2018","1538006400","920"
"9/28/2018","1538092800","856"
"9/29/2018","1538179200","782"
"9/30/2018","1538265600","877"
"10/1/2018","1538352000","811"
"10/2/2018","1538438400","802"
"10/3/2018","1538524800","837"
"10/4/2018","1538611200","776"
"10/5/2018","1538697600","754"
"10/6/2018","1538784000","733"
"10/7/2018","1538870400","718"
"10/8/2018","1538956800","762"
"10/9/2018","1539043200","774"
"10/10/2018","1539129600","748"
"10/11/2018","1539216000","822"
"10/12/2018","1539302400","750"
"10/13/2018","1539388800","768"
"10/14/2018","1539475200","770"
"10/15/2018","1539561600","812"
"10/16/2018","1539648000","821"
"10/17/2018","1539734400","803"
"10/18/2018","1539820800","809"
"10/19/2018","1539907200","845"
"10/20/2018","1539993600","793"
"10/21/2018","1540080000","805"
"10/22/2018","1540166400","827"
"10/23/2018","1540252800","836"
"10/24/2018","1540339200","811"
"10/25/2018","1540425600","756"
"10/26/2018","1540512000","853"
"10/27/2018","1540598400","783"
"10/28/2018","1540684800","762"
"10/29/2018","1540771200","826"
"10/30/2018","1540857600","820"
"10/31/2018","1540944000","817"
"11/1/2018","1541030400","817"
"11/2/2018","1541116800","783"
"11/3/2018","1541203200","737"
"11/4/2018","1541289600","789"
"11/5/2018","1541376000","873"
"11/6/2018","1541462400","835"
"11/7/2018","1541548800","829"
"11/8/2018","1541635200","827"
"11/9/2018","1541721600","795"
"11/10/2018","1541808000","844"
"11/11/2018","1541894400","789"
"11/12/2018","1541980800","727"
"11/13/2018","1542067200","802"
"11/14/2018","1542153600","776"
"11/15/2018","1542240000","722"
"11/16/2018","1542326400","696"
"11/17/2018","1542412800","675"
"11/18/2018","1542499200","697"
"11/19/2018","1542585600","767"
"11/20/2018","1542672000","772"
"11/21/2018","1542758400","726"
"11/22/2018","1542844800","699"
"11/23/2018","1542931200","708"
"11/24/2018","1543017600","652"
"11/25/2018","1543104000","621"
"11/26/2018","1543190400","731"
"11/27/2018","1543276800","704"
"11/28/2018","1543363200","727"
"11/29/2018","1543449600","688"
"11/30/2018","1543536000","711"
"12/1/2018","1543622400","630"
"12/2/2018","1543708800","569"
"12/3/2018","1543795200","592"
"12/4/2018","1543881600","608"
"12/5/2018","1543968000","654"
"12/6/2018","1544054400","608"
"12/7/2018","1544140800","618"
"12/8/2018","1544227200","576"
"12/9/2018","1544313600","500"
"12/10/2018","1544400000","581"
"12/11/2018","1544486400","550"
"12/12/2018","1544572800","534"
"12/13/2018","1544659200","568"
"12/14/2018","1544745600","533"
"12/15/2018","1544832000","571"
"12/16/2018","1544918400","548"
"12/17/2018","1545004800","538"
"12/18/2018","1545091200","497"
"12/19/2018","1545177600","484"
"12/20/2018","1545264000","478"
"12/21/2018","1545350400","505"
"12/22/2018","1545436800","489"
"12/23/2018","1545523200","494"
"12/24/2018","1545609600","487"
"12/25/2018","1545696000","454"
"12/26/2018","1545782400","526"
"12/27/2018","1545868800","486"
"12/28/2018","1545955200","487"
"12/29/2018","1546041600","492"
"12/30/2018","1546128000","459"
"12/31/2018","1546214400","480"
"1/1/2019","1546300800","428"
"1/2/2019","1546387200","515"
"1/3/2019","1546473600","464"
"1/4/2019","1546560000","459"
"1/5/2019","1546646400","456"
"1/6/2019","1546732800","413"
"1/7/2019","1546819200","476"
"1/8/2019","1546905600","427"
"1/9/2019","1546992000","468"
"1/10/2019","1547078400","450"
"1/11/2019","1547164800","429"
"1/12/2019","1547251200","420"
"1/13/2019","1547337600","413"
"1/14/2019","1547424000","439"
"1/15/2019","1547510400","415"
"1/16/2019","1547596800","390"
"1/17/2019","1547683200","388"
"1/18/2019","1547769600","353"
"1/19/2019","1547856000","362"
"1/20/2019","1547942400","365"
"1/21/2019","1548028800","324"
"1/22/2019","1548115200","331"
"1/23/2019","1548201600","297"
"1/24/2019","1548288000","313"
"1/25/2019","1548374400","289"
"1/26/2019","1548460800","319"
"1/27/2019","1548547200","306"
"1/28/2019","1548633600","289"
"1/29/2019","1548720000","323"
"1/30/2019","1548806400","272"
"1/31/2019","1548892800","326"
"2/1/2019","1548979200","287"
"2/2/2019","1549065600","304"
"2/3/2019","1549152000","248"
"2/4/2019","1549238400","222"
"2/5/2019","1549324800","275"
"2/6/2019","1549411200","237"
"2/7/2019","1549497600","244"
"2/8/2019","1549584000","267"
"2/9/2019","1549670400","246"
"2/10/2019","1549756800","181"
"2/11/2019","1549843200","209"
"2/12/2019","1549929600","207"
"2/13/2019","1550016000","208"
"2/14/2019","1550102400","221"
"2/15/2019","1550188800","225"
"2/16/2019","1550275200","233"
"2/17/2019","1550361600","217"
"2/18/2019","1550448000","271"
"2/19/2019","1550534400","253"
"2/20/2019","1550620800","261"
"2/21/2019","1550707200","222"
"2/22/2019","1550793600","218"
"2/23/2019","1550880000","225"
"2/24/2019","1550966400","227"
"2/25/2019","1551052800","251"
"2/26/2019","1551139200","257"
"2/27/2019","1551225600","254"
"2/28/2019","1551312000","288"
"3/1/2019","1551398400","502"
"3/2/2019","1551484800","474"
"3/3/2019","1551571200","479"
"3/4/2019","1551657600","504"
"3/5/2019","1551744000","510"
"3/6/2019","1551830400","441"
"3/7/2019","1551916800","452"
"3/8/2019","1552003200","484"
"3/9/2019","1552089600","440"
"3/10/2019","1552176000","470"
"3/11/2019","1552262400","433"
"3/12/2019","1552348800","444"
"3/13/2019","1552435200","473"
"3/14/2019","1552521600","461"
"3/15/2019","1552608000","425"
"3/16/2019","1552694400","477"
"3/17/2019","1552780800","440"
"3/18/2019","1552867200","451"
"3/19/2019","1552953600","472"
"3/20/2019","1553040000","480"
"3/21/2019","1553126400","500"
"3/22/2019","1553212800","476"
"3/23/2019","1553299200","516"
"3/24/2019","1553385600","456"
"3/25/2019","1553472000","462"
"3/26/2019","1553558400","505"
"3/27/2019","1553644800","489"
"3/28/2019","1553731200","510"
"3/29/2019","1553817600","479"
"3/30/2019","1553904000","513"
"3/31/2019","1553990400","499"
"4/1/2019","1554076800","505"
"4/2/2019","1554163200","541"
"4/3/2019","1554249600","527"
"4/4/2019","1554336000","559"
"4/5/2019","1554422400","473"
"4/6/2019","1554508800","421"
"4/7/2019","1554595200","431"
"4/8/2019","1554681600","496"
"4/9/2019","1554768000","464"
"4/10/2019","1554854400","493"
"4/11/2019","1554940800","476"
"4/12/2019","1555027200","448"
"4/13/2019","1555113600","439"
"4/14/2019","1555200000","469"
"4/15/2019","1555286400","491"
"4/16/2019","1555372800","505"
"4/17/2019","1555459200","483"
"4/18/2019","1555545600","471"
"4/19/2019","1555632000","477"
"4/20/2019","1555718400","521"
"4/21/2019","1555804800","470"
"4/22/2019","1555891200","473"
"4/23/2019","1555977600","562"
"4/24/2019","1556064000","488"
"4/25/2019","1556150400","446"
"4/26/2019","1556236800","507"
"4/27/2019","1556323200","438"
"4/28/2019","1556409600","489"
"4/29/2019","1556496000","462"
"4/30/2019","1556582400","488"
"5/1/2019","1556668800","454"
"5/2/2019","1556755200","453"
"5/3/2019","1556841600","479"
"5/4/2019","1556928000","456"
"5/5/2019","1557014400","510"
"5/6/2019","1557100800","505"
"5/7/2019","1557187200","501"
"5/8/2019","1557273600","534"
"5/9/2019","1557360000","530"
"5/10/2019","1557446400","505"
"5/11/2019","1557532800","474"
"5/12/2019","1557619200","477"
"5/13/2019","1557705600","491"
"5/14/2019","1557792000","461"
"5/15/2019","1557878400","475"
"5/16/2019","1557964800","533"
"5/17/2019","1558051200","541"
"5/18/2019","1558137600","458"
"5/19/2019","1558224000","485"
"5/20/2019","1558310400","480"
"5/21/2019","1558396800","503"
"5/22/2019","1558483200","505"
"5/23/2019","1558569600","513"
"5/24/2019","1558656000","483"
"5/25/2019","1558742400","426"
"5/26/2019","1558828800","477"
"5/27/2019","1558915200","479"
"5/28/2019","1559001600","497"
"5/29/2019","1559088000","457"
"5/30/2019","1559174400","468"
"5/31/2019","1559260800","477"
"6/1/2019","1559347200","546"
"6/2/2019","1559433600","460"
"6/3/2019","1559520000","511"
"6/4/2019","1559606400","458"
"6/5/2019","1559692800","524"
"6/6/2019","1559779200","475"
"6/7/2019","1559865600","490"
"6/8/2019","1559952000","485"
"6/9/2019","1560038400","449"
"6/10/2019","1560124800","519"
"6/11/2019","1560211200","464"
"6/12/2019","1560297600","492"
"6/13/2019","1560384000","443"
"6/14/2019","1560470400","478"
"6/15/2019","1560556800","514"
"6/16/2019","1560643200","492"
"6/17/2019","1560729600","522"
"6/18/2019","1560816000","444"
"6/19/2019","1560902400","464"
"6/20/2019","1560988800","500"
"6/21/2019","1561075200","480"
"6/22/2019","1561161600","464"
"6/23/2019","1561248000","514"
"6/24/2019","1561334400","483"
"6/25/2019","1561420800","476"
"6/26/2019","1561507200","493"
"6/27/2019","1561593600","492"
"6/28/2019","1561680000","507"
"6/29/2019","1561766400","458"
"6/30/2019","1561852800","465"
"7/1/2019","1561939200","450"
"7/2/2019","1562025600","488"
"7/3/2019","1562112000","452"
"7/4/2019","1562198400","481"
"7/5/2019","1562284800","458"
"7/6/2019","1562371200","490"
"7/7/2019","1562457600","429"
"7/8/2019","1562544000","489"
"7/9/2019","1562630400","454"
"7/10/2019","1562716800","490"
"7/11/2019","1562803200","490"
"7/12/2019","1562889600","490"
"7/13/2019","1562976000","463"
"7/14/2019","1563062400","435"
"7/15/2019","1563148800","480"
"7/16/2019","1563235200","550"
"7/17/2019","1563321600","529"
"7/18/2019","1563408000","444"
"7/19/2019","1563494400","455"
"7/20/2019","1563580800","418"
"7/21/2019","1563667200","400"
"7/22/2019","1563753600","420"
"7/23/2019","1563840000","421"
"7/24/2019","1563926400","471"
"7/25/2019","1564012800","501"
"7/26/2019","1564099200","457"
"7/27/2019","1564185600","429"
"7/28/2019","1564272000","385"
"7/29/2019","1564358400","430"
"7/30/2019","1564444800","435"
"7/31/2019","1564531200","421"
"8/1/2019","1564617600","502"
"8/2/2019","1564704000","447"
"8/3/2019","1564790400","437"
"8/4/2019","1564876800","429"
"8/5/2019","1564963200","449"
"8/6/2019","1565049600","416"
"8/7/2019","1565136000","429"
"8/8/2019","1565222400","447"
"8/9/2019","1565308800","414"
"8/10/2019","1565395200","437"
"8/11/2019","1565481600","407"
"8/12/2019","1565568000","418"
"8/13/2019","1565654400","419"
"8/14/2019","1565740800","447"
"8/15/2019","1565827200","407"
"8/16/2019","1565913600","457"
"8/17/2019","1566000000","402"
"8/18/2019","1566086400","404"
"8/19/2019","1566172800","441"
"8/20/2019","1566259200","448"
"8/21/2019","1566345600","435"
"8/22/2019","1566432000","388"
"8/23/2019","1566518400","467"
"8/24/2019","1566604800","391"
"8/25/2019","1566691200","403"
"8/26/2019","1566777600","448"
"8/27/2019","1566864000","419"
"8/28/2019","1566950400","470"
"8/29/2019","1567036800","451"
"8/30/2019","1567123200","470"
"8/31/2019","1567209600","440"
"9/1/2019","1567296000","450"
"9/2/2019","1567382400","447"
"9/3/2019","1567468800","403"
"9/4/2019","1567555200","401"
"9/5/2019","1567641600","433"
"9/6/2019","1567728000","472"
"9/7/2019","1567814400","441"
"9/8/2019","1567900800","426"
"9/9/2019","1567987200","387"
"9/10/2019","1568073600","429"
"9/11/2019","1568160000","401"
"9/12/2019","1568246400","450"
"9/13/2019","1568332800","444"
"9/14/2019","1568419200","444"
"9/15/2019","1568505600","458"
"9/16/2019","1568592000","477"
"9/17/2019","1568678400","418"
"9/18/2019","1568764800","438"
"9/19/2019","1568851200","457"
"9/20/2019","1568937600","448"
"9/21/2019","1569024000","464"
"9/22/2019","1569110400","404"
"9/23/2019","1569196800","462"
"9/24/2019","1569283200","454"
"9/25/2019","1569369600","490"
"9/26/2019","1569456000","405"
"9/27/2019","1569542400","434"
"9/28/2019","1569628800","391"
"9/29/2019","1569715200","435"
"9/30/2019","1569801600","401"
"10/1/2019","1569888000","421"
"10/2/2019","1569974400","402"
"10/3/2019","1570060800","402"
"10/4/2019","1570147200","377"
"10/5/2019","1570233600","390"
"10/6/2019","1570320000","399"
"10/7/2019","1570406400","391"
"10/8/2019","1570492800","384"
"10/9/2019","1570579200","409"
"10/10/2019","1570665600","403"
"10/11/2019","1570752000","411"
"10/12/2019","1570838400","383"
"10/13/2019","1570924800","398"
"10/14/2019","1571011200","374"
"10/15/2019","1571097600","424"
"10/16/2019","1571184000","392"
"10/17/2019","1571270400","413"
"10/18/2019","1571356800","385"
"10/19/2019","1571443200","365"
"10/20/2019","1571529600","374"
"10/21/2019","1571616000","355"
"10/22/2019","1571702400","364"
"10/23/2019","1571788800","382"
"10/24/2019","1571875200","396"
"10/25/2019","1571961600","396"
"10/26/2019","1572048000","387"
"10/27/2019","1572134400","345"
"10/28/2019","1572220800","389"
"10/29/2019","1572307200","400"
"10/30/2019","1572393600","420"
"10/31/2019","1572480000","402"
"11/1/2019","1572566400","399"
"11/2/2019","1572652800","410"
"11/3/2019","1572739200","363"
"11/4/2019","1572825600","386"
"11/5/2019","1572912000","396"
"11/6/2019","1572998400","400"
"11/7/2019","1573084800","410"
"11/8/2019","1573171200","399"
"11/9/2019","1573257600","358"
"11/10/2019","1573344000","367"
"11/11/2019","1573430400","388"
"11/12/2019","1573516800","388"
"11/13/2019","1573603200","381"
"11/14/2019","1573689600","346"
"11/15/2019","1573776000","375"
"11/16/2019","1573862400","348"
"11/17/2019","1573948800","383"
"11/18/2019","1574035200","366"
"11/19/2019","1574121600","389"
"11/20/2019","1574208000","378"
"11/21/2019","1574294400","372"
"11/22/2019","1574380800","357"
"11/23/2019","1574467200","336"
"11/24/2019","1574553600","350"
"11/25/2019","1574640000","364"
"11/26/2019","1574726400","285"
"11/27/2019","1574812800","333"
"11/28/2019","1574899200","307"
"11/29/2019","1574985600","305"
"11/30/2019","1575072000","316"
"12/1/2019","1575158400","276"
"12/2/2019","1575244800","318"
"12/3/2019","1575331200","344"
"12/4/2019","1575417600","338"
"12/5/2019","1575504000","319"
"12/6/2019","1575590400","330"
"12/7/2019","1575676800","296"
"12/8/2019","1575763200","259"
"12/9/2019","1575849600","303"
"12/10/2019","1575936000","332"
"12/11/2019","1576022400","303"
"12/12/2019","1576108800","296"
"12/13/2019","1576195200","277"
"12/14/2019","1576281600","206"
"12/15/2019","1576368000","249"
"12/16/2019","1576454400","234"
"12/17/2019","1576540800","247"
"12/18/2019","1576627200","256"
"12/19/2019","1576713600","225"
"12/20/2019","1576800000","212"
"12/21/2019","1576886400","212"
"12/22/2019","1576972800","206"
"12/23/2019","1577059200","204"
"12/24/2019","1577145600","198"
"12/25/2019","1577232000","206"
"12/26/2019","1577318400","214"
"12/27/2019","1577404800","220"
"12/28/2019","1577491200","206"
"12/29/2019","1577577600","193"
"12/30/2019","1577664000","229"
"12/31/2019","1577750400","234"
"1/1/2020","1577836800","206"
"1/2/2020","1577923200","291"
"1/3/2020","1578009600","359"
"1/4/2020","1578096000","340"
"1/5/2020","1578182400","320"
"1/6/2020","1578268800","366"
"1/7/2020","1578355200","322"
"1/8/2020","1578441600","359"
"1/9/2020","1578528000","321"
"1/10/2020","1578614400","335"
"1/11/2020","1578700800","343"
"1/12/2020","1578787200","364"
"1/13/2020","1578873600","322"
"1/14/2020","1578960000","350"
"1/15/2020","1579046400","349"
"1/16/2020","1579132800","317"
"1/17/2020","1579219200","388"
"1/18/2020","1579305600","331"
"1/19/2020","1579392000","356"
"1/20/2020","1579478400","319"
"1/21/2020","1579564800","328"
"1/22/2020","1579651200","331"
"1/23/2020","1579737600","358"
"1/24/2020","1579824000","319"
"1/25/2020","1579910400","356"
"1/26/2020","1579996800","337"
"1/27/2020","1580083200","334"
"1/28/2020","1580169600","314"
"1/29/2020","1580256000","341"
"1/30/2020","1580342400","351"
"1/31/2020","1580428800","395"
"2/1/2020","1580515200","321"
"2/2/2020","1580601600","333"
"2/3/2020","1580688000","358"
"2/4/2020","1580774400","386"
"2/5/2020","1580860800","388"
"2/6/2020","1580947200","384"
"2/7/2020","1581033600","394"
"2/8/2020","1581120000","381"
"2/9/2020","1581206400","340"
"2/10/2020","1581292800","316"
"2/11/2020","1581379200","355"
"2/12/2020","1581465600","403"
"2/13/2020","1581552000","392"
"2/14/2020","1581638400","423"
"2/15/2020","1581724800","389"
"2/16/2020","1581811200","364"
"2/17/2020","1581897600","403"
"2/18/2020","1581984000","386"
"2/19/2020","1582070400","401"
"2/20/2020","1582156800","363"
"2/21/2020","1582243200","358"
"2/22/2020","1582329600","360"
"2/23/2020","1582416000","340"
"2/24/2020","1582502400","334"
"2/25/2020","1582588800","364"
"2/26/2020","1582675200","372"
"2/27/2020","1582761600","353"
"2/28/2020","1582848000","374"
"2/29/2020","1582934400","332"
"3/1/2020","1583020800","337"
"3/2/2020","1583107200","350"
"3/3/2020","1583193600","398"
"3/4/2020","1583280000","381"
"3/5/2020","1583366400","355"
"3/6/2020","1583452800","358"
"3/7/2020","1583539200","352"
"3/8/2020","1583625600","365"
"3/9/2020","1583712000","388"
"3/10/2020","1583798400","387"
"3/11/2020","1583884800","368"
"3/12/2020","1583971200","431"
"3/13/2020","1584057600","390"
"3/14/2020","1584144000","369"
"3/15/2020","1584230400","374"
"3/16/2020","1584316800","370"
"3/17/2020","1584403200","375"
"3/18/2020","1584489600","378"
"3/19/2020","1584576000","415"
"3/20/2020","1584662400","430"
"3/21/2020","1584748800","542"
"3/22/2020","1584835200","549"
"3/23/2020","1584921600","560"
"3/24/2020","1585008000","541"
"3/25/2020","1585094400","550"
"3/26/2020","1585180800","385"
"3/27/2020","1585267200","370"
"3/28/2020","1585353600","358"
"3/29/2020","1585440000","360"
"3/30/2020","1585526400","376"
"3/31/2020","1585612800","378"
"4/1/2020","1585699200","373"
"4/2/2020","1585785600","369"
"4/3/2020","1585872000","341"
"4/4/2020","1585958400","340"
"4/5/2020","1586044800","336"
"4/6/2020","1586131200","382"
"4/7/2020","1586217600","394"
"4/8/2020","1586304000","358"
"4/9/2020","1586390400","387"
"4/10/2020","1586476800","395"
"4/11/2020","1586563200","384"
"4/12/2020","1586649600","341"
"4/13/2020","1586736000","395"
"4/14/2020","1586822400","376"
"4/15/2020","1586908800","403"
"4/16/2020","1586995200","410"
"4/17/2020","1587081600","389"
"4/18/2020","1587168000","386"
"4/19/2020","1587254400","396"
"4/20/2020","1587340800","399"
