date,polarity,subjectivity
2021-11-01,0.09651663156410255,0.19621471123076928
2021-11-02,-0.012462121250000003,0.1799526515
2021-11-03,-0.002866826157894739,0.13352870815789472
2021-11-04,-0.061764705882352944,0.24803921564705883
2021-11-05,0.0925549127887324,0.2115100069859155
2021-11-06,0.10331062958695654,0.2474922360434782
2021-11-07,0.09544340461764705,0.22287210338235294
2021-11-08,0.05555028302564104,0.27139878641025644
2021-11-09,0.1103034100350877,0.24987797777192983
2021-11-10,0.09475671896875,0.31620783728125
2021-11-11,0.1193041871724138,0.23270108720689658
2021-11-12,0.03746081503448276,0.2777011494137931
2021-11-13,0.09650711662121211,0.18998852157575757
2021-11-14,0.10688806431428571,0.2580646258285714
2021-11-15,0.03869990222580645,0.10965053764516128
2021-11-16,0.06747228380487806,0.16186991870731707
2021-11-17,0.08704519683333334,0.2350836167916667
2021-11-18,0.037560606049999994,0.17963678445
2021-11-19,0.025143678172413798,0.1314655172413793
2021-11-20,0.10695250825490196,0.2567394533529412
2021-11-21,0.05756706501525161,0.19514072237696997
2021-11-22,0.05795835737847973,0.1898922166061198
2021-11-23,0.061542010285427655,0.20021520188089745
2021-11-24,0.0764310281348801,0.2116299592261111
2021-11-25,0.06884698877116406,0.19742739985097016
2021-11-26,0.06779723514333584,0.20220764235629207
2021-11-27,0.06977304645250337,0.1953999811405231
2021-11-28,0.06419515484480846,0.20478486193397338
2021-11-29,0.05157893512862314,0.18262582019429327
2021-11-30,0.06123658099130437,0.20196426376887902
2021-12-01,0.05582995126562499,0.17712290315625
2021-12-02,0.09206043956410258,0.21971929302564108
2021-12-03,0.05984246410602522,0.19735170292900522
2021-12-04,0.044826516472196834,0.19398469309525967
2021-12-05,0.06155092395024602,0.19957968821760527
2021-12-06,0.05636763409828624,0.19560016105342756
2021-12-07,0.04827695945921453,0.1925671458471299
2021-12-08,0.04682305238698353,0.19842098676613898
2021-12-09,0.05352230158340088,0.20352698012669979
2021-12-10,0.05093646776803627,0.19672658243049285
2021-12-11,0.051258775896484074,0.1967623166627284
