"Date(UTC)","UnixTimeStamp","Supply","MarketCap","Price"
"9/12/2015","1442016000","73199455.81250","76.127434045","1.04"
"9/13/2015","1442102400","73225627.21875","68.832089585625","0.94"
"9/14/2015","1442188800","73251215.34375","63.7285573490625","0.87"
"9/15/2015","1442275200","73276830.65625","68.880220816875","0.94"
"9/16/2015","1442361600","73303148.78125","65.972833903125","0.90"
"9/17/2015","1442448000","73328584.40625","65.2624401215625","0.89"
"9/18/2015","1442534400","73354486.12500","62.35131320625","0.85"
"9/19/2015","1442620800","73381665.81250","65.309682573125","0.89"
"9/20/2015","1442707200","73409648.46875","69.005069560625","0.94"
"9/21/2015","1442793600","73436300.34375","66.092670309375","0.90"
"9/22/2015","1442880000","73462670.65625","66.116403590625","0.90"
"9/23/2015","1442966400","73489750.96875","66.140775871875","0.90"
"9/24/2015","1443052800","73516136.75000","59.5480707675","0.81"
"9/25/2015","1443139200","73543140.18750","54.42192373875","0.74"
"9/26/2015","1443225600","73569050.50000","57.38385939","0.78"
"9/27/2015","1443312000","73594061.59375","52.9877243475","0.72"
"9/28/2015","1443398400","73618775.81250","43.435077729375","0.59"
"9/29/2015","1443484800","73643144.25000","50.07733809","0.68"
"9/30/2015","1443571200","73668238.00000","53.04113136","0.72"
"10/1/2015","1443657600","73695660.03125","50.11304882125","0.68"
"10/2/2015","1443744000","73722573.15625","50.13134974625","0.68"
"10/3/2015","1443830400","73749026.90625","50.8868285653125","0.69"
"10/4/2015","1443916800","73774507.06250","49.428919731875","0.67"
"10/5/2015","1444003200","73800643.93750","46.494405680625","0.63"
"10/6/2015","1444089600","73825680.50000","48.72494913","0.66"
"10/7/2015","1444176000","73851814.09375","45.0496065971875","0.61"
"10/8/2015","1444262400","73878596.28125","45.804729694375","0.62"
"10/9/2015","1444348800","73904043.93750","48.037628559375","0.65"
